,MonthlyIncomeRange,YearsWithCurrManager,YearsSinceLastPromotion,YearsInCurrentRole,YearsAtCompany,WorkLifeBalance,TrainingTimesLastYear,TotalWorkingYears,StockOptionLevel,RelationshipSatisfaction,PerformanceRating,PercentSalaryHike,OverTime,NumCompaniesWorked,MaritalStatus,JobSatisfaction,JobRole,JobLevel,JobInvolvement,Gender,EnvironmentSatisfaction,EducationField,Education,DistanceFromHome,Department,BusinessTravel,Age,Attrition,DailyRate,EmployeeCount,EmployeeNumber,HourlyRate,MonthlyIncome,MonthlyRate,Over18,StandardHours,Attrition2,AgeAttritionRate,BusinessTravelAttritionRate,DepartmentAttritionRate,DistanceFromHomeAttritionRate,EducationAttritionRate,EducationFieldAttritionRate,EnvironmentSatisfactionAttritionRate,GenderAttritionRate,JobInvolvementAttritionRate,JobLevelAttritionRate,JobRoleAttritionRate,JobSatisfactionAttritionRate,MaritalStatusAttritionRate,NumCompaniesWorkedAttritionRate,OverTimeAttritionRate,PercentSalaryHikeAttritionRate,PerformanceRatingAttritionRate,RelationshipSatisfactionAttritionRate,StockOptionLevelAttritionRate,TotalWorkingYearsAttritionRate,TrainingTimesLastYearAttritionRate,WorkLifeBalanceAttritionRate,YearsAtCompanyAttritionRate,YearsInCurrentRoleAttritionRate,YearsSinceLastPromotionAttritionRate,YearsWithCurrManagerAttritionRate,MonthlyIncomeRangeAttritionRate,TotalAttritionScore
308,19501 to 20000,8,15,15,22,3,0,23,0,4,3,12,No,1,Married,3,Research Director,5,3,Female,2,Technical Degree,3,12,Research & Development,Travel_Rarely,41,Yes,1360,1,58,49,19545,16280,Y,80,1,0.15,0.149568552,0.138397503,0.3,0.173076923,0.242424242,0.149825784,0.147959184,0.144009217,0.072463768,0.025,0.165158371,0.124814264,0.188099808,0.104364326,0.166666667,0.160771704,0.148148148,0.244057052,0.090909091,0.277777778,0.142217245,0.066666667,0.25,0.230769231,0.093457944,0.125,4.3
309,19501 to 20000,1,0,2,2,4,2,26,1,1,3,12,Yes,4,Married,4,Manager,5,3,Male,4,Other,4,3,Research & Development,Travel_Rarely,44,No,1315,1,671,35,19513,9358,Y,80,0,0.181818182,0.149568552,0.138397503,0.166666667,0.145728643,0.134146341,0.134529148,0.170068027,0.144009217,0.072463768,0.049019608,0.11328976,0.124814264,0.122302158,0.305288462,0.166666667,0.160771704,0.206521739,0.093959732,0.071428571,0.179159049,0.176470588,0.212598425,0.182795699,0.189328744,0.144736842,0.125,4.1
310,19501 to 20000,2,2,2,2,3,0,23,2,4,3,17,No,9,Divorced,4,Research Director,5,3,Male,4,Medical,4,1,Research & Development,Travel_Rarely,46,No,430,1,1069,40,19627,21445,Y,80,0,0.121212121,0.149568552,0.138397503,0.125,0.145728643,0.135775862,0.134529148,0.170068027,0.144009217,0.072463768,0.025,0.11328976,0.100917431,0.230769231,0.104364326,0.170731707,0.160771704,0.148148148,0.075949367,0.090909091,0.277777778,0.142217245,0.212598425,0.182795699,0.169811321,0.145348837,0.125,3.8
311,19501 to 20000,9,12,10,22,3,3,29,0,4,3,12,No,4,Married,2,Research Director,5,2,Male,4,Life Sciences,3,10,Research & Development,Travel_Rarely,48,No,1224,1,1867,91,19665,13583,Y,80,0,0.105263158,0.149568552,0.138397503,0.127906977,0.173076923,0.146864686,0.134529148,0.170068027,0.189333333,0.072463768,0.025,0.164285714,0.124814264,0.122302158,0.104364326,0.166666667,0.160771704,0.148148148,0.244057052,0,0.140529532,0.142217245,0.066666667,0.068965517,0,0.09375,0.125,3.3
312,19501 to 20000,1,0,0,1,3,2,24,0,4,4,22,No,8,Single,4,Manager,5,2,Male,4,Other,2,9,Research & Development,Travel_Rarely,42,No,1059,1,1595,93,19613,26362,Y,80,0,0.043478261,0.149568552,0.138397503,0.211764706,0.156028369,0.134146341,0.134529148,0.170068027,0.189333333,0.072463768,0.049019608,0.11328976,0.255319149,0.12244898,0.104364326,0.214285714,0.163716814,0.148148148,0.244057052,0.166666667,0.179159049,0.142217245,0.34502924,0.299180328,0.189328744,0.144736842,0.125,4.4
313,19501 to 20000,7,0,7,8,3,2,25,1,2,3,14,No,3,Married,4,Research Director,5,1,Male,3,Life Sciences,3,3,Research & Development,Travel_Rarely,43,No,920,1,1255,96,19740,18625,Y,80,0,0.0625,0.149568552,0.138397503,0.166666667,0.173076923,0.146864686,0.136865342,0.170068027,0.337349398,0.072463768,0.025,0.11328976,0.124814264,0.100628931,0.104364326,0.119402985,0.160771704,0.148514851,0.093959732,0.071428571,0.179159049,0.142217245,0.1125,0.13963964,0.189328744,0.143518519,0.125,3.6
314,19501 to 20000,0,1,2,5,3,2,27,1,3,3,11,No,3,Married,3,Manager,5,3,Female,4,Life Sciences,4,26,Human Resources,Travel_Rarely,47,No,1176,1,1625,98,19658,5220,Y,80,0,0.125,0.149568552,0.19047619,0.12,0.145728643,0.146864686,0.134529148,0.147959184,0.144009217,0.072463768,0.049019608,0.165158371,0.124814264,0.100628931,0.104364326,0.195238095,0.160771704,0.154684096,0.093959732,0,0.179159049,0.142217245,0.107142857,0.182795699,0.137254902,0.323193916,0.125,3.7
315,2001 to 2500,0,0,0,0,3,3,3,1,3,3,13,No,3,Divorced,1,Sales Representative,1,3,Male,3,Technical Degree,1,2,Sales,Travel_Rarely,23,No,541,1,113,62,2322,9518,Y,80,0,0.285714286,0.149568552,0.206278027,0.132701422,0.182352941,0.242424242,0.136865342,0.170068027,0.144009217,0.26335175,0.397590361,0.228373702,0.100917431,0.100628931,0.104364326,0.162679426,0.160771704,0.154684096,0.093959732,0.214285714,0.140529532,0.142217245,0.363636364,0.299180328,0.189328744,0.323193916,0.305699482,5.4
316,2001 to 2500,2,1,2,4,2,3,4,3,3,3,12,Yes,1,Married,4,Research Scientist,1,3,Male,2,Medical,3,9,Research & Development,Travel_Frequently,37,No,889,1,403,53,2326,11411,Y,80,0,0.12,0.249097473,0.138397503,0.211764706,0.173076923,0.135775862,0.149825784,0.170068027,0.144009217,0.26335175,0.160958904,0.11328976,0.124814264,0.188099808,0.305288462,0.166666667,0.160771704,0.154684096,0.176470588,0.19047619,0.140529532,0.168604651,0.172727273,0.182795699,0.137254902,0.145348837,0.305699482,4.7
317,2001 to 2500,0,0,0,0,4,5,1,0,1,4,21,No,0,Single,1,Sales Representative,1,1,Female,3,Technical Degree,1,1,Sales,Travel_Frequently,19,Yes,602,1,235,100,2325,20989,Y,80,1,0.666666667,0.249097473,0.206278027,0.125,0.182352941,0.242424242,0.136865342,0.147959184,0.337349398,0.26335175,0.397590361,0.228373702,0.255319149,0.116751269,0.104364326,0.104166667,0.163716814,0.206521739,0.244057052,0.49382716,0.117647059,0.176470588,0.363636364,0.299180328,0.189328744,0.323193916,0.305699482,6.6
318,2001 to 2500,0,0,0,0,3,5,3,0,3,4,20,Yes,6,Single,1,Research Scientist,1,2,Female,4,Life Sciences,3,10,Research & Development,Travel_Rarely,29,Yes,906,1,994,92,2404,11479,Y,80,1,0.264705882,0.149568552,0.138397503,0.127906977,0.173076923,0.146864686,0.134529148,0.147959184,0.189333333,0.26335175,0.160958904,0.228373702,0.255319149,0.228571429,0.305288462,0.127272727,0.163716814,0.154684096,0.244057052,0.214285714,0.117647059,0.142217245,0.363636364,0.299180328,0.189328744,0.323193916,0.305699482,5.6
319,2001 to 2500,15,0,9,17,1,2,20,1,3,3,18,No,8,Divorced,2,Laboratory Technician,2,3,Male,2,Life Sciences,3,9,Research & Development,Travel_Rarely,45,No,194,1,206,60,2348,10901,Y,80,0,0.048780488,0.149568552,0.138397503,0.211764706,0.173076923,0.146864686,0.149825784,0.170068027,0.144009217,0.097378277,0.239382239,0.164285714,0.100917431,0.12244898,0.104364326,0.146067416,0.160771704,0.154684096,0.093959732,0.066666667,0.179159049,0.3125,0.111111111,0.089552239,0.189328744,0,0.305699482,4
320,2001 to 2500,0,0,1,1,3,3,7,0,4,3,11,No,4,Single,4,Laboratory Technician,1,3,Male,3,Medical,3,2,Research & Development,Travel_Rarely,33,No,924,1,39,78,2496,6670,Y,80,0,0.206896552,0.149568552,0.138397503,0.132701422,0.173076923,0.135775862,0.136865342,0.170068027,0.144009217,0.26335175,0.239382239,0.11328976,0.255319149,0.122302158,0.104364326,0.195238095,0.160771704,0.148148148,0.244057052,0.222222222,0.140529532,0.142217245,0.34502924,0.192982456,0.189328744,0.323193916,0.305699482,5.1
321,2001 to 2500,0,1,0,1,2,3,1,0,2,4,24,Yes,1,Single,4,Research Scientist,1,2,Male,4,Life Sciences,2,24,Research & Development,Travel_Frequently,29,Yes,459,1,1868,73,2439,14753,Y,80,1,0.264705882,0.249097473,0.138397503,0.428571429,0.156028369,0.146864686,0.134529148,0.170068027,0.189333333,0.26335175,0.160958904,0.11328976,0.255319149,0.188099808,0.305288462,0.285714286,0.163716814,0.148514851,0.244057052,0.49382716,0.140529532,0.168604651,0.34502924,0.299180328,0.137254902,0.323193916,0.305699482,6.2
322,2001 to 2500,0,0,0,1,3,6,1,0,3,3,17,Yes,1,Married,1,Laboratory Technician,1,3,Female,3,Medical,1,8,Research & Development,Travel_Rarely,22,Yes,1294,1,1783,79,2398,15999,Y,80,1,0.3125,0.149568552,0.138397503,0.125,0.182352941,0.135775862,0.136865342,0.147959184,0.144009217,0.26335175,0.239382239,0.228373702,0.124814264,0.188099808,0.305288462,0.170731707,0.160771704,0.154684096,0.244057052,0.49382716,0.092307692,0.142217245,0.34502924,0.299180328,0.189328744,0.323193916,0.305699482,5.7
323,2001 to 2500,2,1,2,3,3,4,6,0,4,3,16,No,9,Single,4,Research Scientist,1,3,Male,4,Life Sciences,3,23,Research & Development,Travel_Rarely,29,No,1283,1,495,54,2201,18168,Y,80,0,0.264705882,0.149568552,0.138397503,0.185185185,0.173076923,0.146864686,0.134529148,0.170068027,0.144009217,0.26335175,0.160958904,0.11328976,0.255319149,0.230769231,0.104364326,0.179487179,0.160771704,0.148148148,0.244057052,0.176,0.211382114,0.142217245,0.15625,0.182795699,0.137254902,0.145348837,0.305699482,4.8
324,2001 to 2500,2,1,2,3,3,2,11,0,2,3,14,No,3,Single,1,Laboratory Technician,1,3,Male,4,Life Sciences,3,7,Research & Development,Travel_Rarely,29,No,592,1,1883,59,2062,19384,Y,80,0,0.264705882,0.149568552,0.138397503,0.130952381,0.173076923,0.146864686,0.134529148,0.170068027,0.144009217,0.26335175,0.239382239,0.228373702,0.255319149,0.100628931,0.104364326,0.119402985,0.160771704,0.148514851,0.244057052,0.194444444,0.179159049,0.142217245,0.15625,0.182795699,0.137254902,0.145348837,0.305699482,4.8
325,2001 to 2500,0,0,0,1,3,3,1,1,1,3,13,No,1,Married,3,Sales Representative,1,3,Male,4,Life Sciences,1,7,Sales,Travel_Rarely,35,No,660,1,1492,76,2404,16192,Y,80,0,0.128205128,0.149568552,0.206278027,0.130952381,0.182352941,0.146864686,0.134529148,0.170068027,0.144009217,0.26335175,0.397590361,0.165158371,0.124814264,0.188099808,0.104364326,0.162679426,0.160771704,0.206521739,0.093959732,0.49382716,0.140529532,0.142217245,0.34502924,0.299180328,0.189328744,0.323193916,0.305699482,5.5
326,2001 to 2500,2,1,0,2,3,3,6,0,3,3,14,No,4,Married,2,Human Resources,1,3,Female,3,Human Resources,3,2,Human Resources,Travel_Rarely,25,No,309,1,1987,82,2187,19655,Y,80,0,0.230769231,0.149568552,0.19047619,0.132701422,0.173076923,0.259259259,0.136865342,0.147959184,0.144009217,0.26335175,0.230769231,0.164285714,0.124814264,0.122302158,0.104364326,0.119402985,0.160771704,0.154684096,0.244057052,0.176,0.140529532,0.142217245,0.212598425,0.299180328,0.137254902,0.145348837,0.305699482,4.8
327,2001 to 2500,2,1,2,2,3,6,2,0,4,3,11,Yes,1,Single,1,Sales Representative,1,3,Male,3,Medical,1,5,Sales,Travel_Rarely,21,No,501,1,2021,58,2380,25479,Y,80,0,0.461538462,0.149568552,0.206278027,0.153846154,0.182352941,0.135775862,0.136865342,0.170068027,0.144009217,0.26335175,0.397590361,0.228373702,0.255319149,0.188099808,0.305288462,0.195238095,0.160771704,0.148148148,0.244057052,0.290322581,0.092307692,0.142217245,0.212598425,0.182795699,0.137254902,0.145348837,0.305699482,5.6
328,2001 to 2500,3,0,2,4,3,4,10,2,2,4,23,No,3,Married,4,Laboratory Technician,1,3,Male,4,Life Sciences,4,9,Research & Development,Travel_Rarely,51,No,432,1,116,96,2075,18725,Y,80,0,0.105263158,0.149568552,0.138397503,0.211764706,0.145728643,0.146864686,0.134529148,0.170068027,0.144009217,0.26335175,0.239382239,0.11328976,0.124814264,0.100628931,0.104364326,0.214285714,0.163716814,0.148514851,0.075949367,0.123762376,0.211382114,0.142217245,0.172727273,0.182795699,0.189328744,0.133802817,0.305699482,4.4
329,2001 to 2500,2,0,2,3,3,2,3,1,2,4,21,Yes,1,Divorced,4,Sales Representative,1,3,Male,3,Life Sciences,3,7,Sales,Travel_Rarely,23,Yes,427,1,1702,99,2275,25103,Y,80,1,0.285714286,0.149568552,0.206278027,0.130952381,0.173076923,0.146864686,0.136865342,0.170068027,0.144009217,0.26335175,0.397590361,0.11328976,0.100917431,0.188099808,0.305288462,0.104166667,0.163716814,0.148514851,0.093959732,0.214285714,0.179159049,0.142217245,0.15625,0.182795699,0.189328744,0.145348837,0.305699482,4.9
330,2001 to 2500,2,1,2,4,3,4,4,0,4,3,14,No,1,Single,1,Research Scientist,1,3,Male,4,Technical Degree,3,2,Research & Development,Travel_Rarely,32,No,529,1,2038,78,2439,11288,Y,80,0,0.180327869,0.149568552,0.138397503,0.132701422,0.173076923,0.242424242,0.134529148,0.170068027,0.144009217,0.26335175,0.160958904,0.228373702,0.255319149,0.188099808,0.104364326,0.119402985,0.160771704,0.148148148,0.244057052,0.19047619,0.211382114,0.142217245,0.172727273,0.182795699,0.137254902,0.145348837,0.305699482,4.8
331,2001 to 2500,2,1,2,3,4,3,17,1,3,3,12,No,4,Married,2,Laboratory Technician,2,3,Male,2,Medical,3,23,Research & Development,Non-Travel,44,No,489,1,132,67,2042,25043,Y,80,0,0.181818182,0.08,0.138397503,0.185185185,0.173076923,0.135775862,0.149825784,0.170068027,0.144009217,0.097378277,0.239382239,0.164285714,0.124814264,0.122302158,0.104364326,0.166666667,0.160771704,0.154684096,0.093959732,0.090909091,0.140529532,0.176470588,0.15625,0.182795699,0.137254902,0.145348837,0.305699482,4.1
332,2001 to 2500,3,1,4,5,2,2,6,1,1,3,18,Yes,0,Married,4,Research Scientist,1,1,Female,2,Life Sciences,1,15,Research & Development,Travel_Rarely,29,No,942,1,1202,69,2168,26933,Y,80,0,0.264705882,0.149568552,0.138397503,0.192307692,0.182352941,0.146864686,0.149825784,0.147959184,0.337349398,0.26335175,0.160958904,0.11328976,0.124814264,0.116751269,0.305288462,0.146067416,0.160771704,0.206521739,0.093959732,0.176,0.179159049,0.168604651,0.107142857,0.144230769,0.137254902,0.133802817,0.305699482,4.8
333,2001 to 2500,0,0,0,0,2,2,13,2,1,3,17,No,4,Married,3,Research Scientist,1,3,Male,4,Medical,4,20,Research & Development,Travel_Rarely,48,No,1469,1,945,51,2259,5543,Y,80,0,0.105263158,0.149568552,0.138397503,0.16,0.145728643,0.135775862,0.134529148,0.170068027,0.144009217,0.26335175,0.160958904,0.165158371,0.124814264,0.122302158,0.104364326,0.170731707,0.160771704,0.206521739,0.075949367,0.083333333,0.179159049,0.168604651,0.363636364,0.299180328,0.189328744,0.323193916,0.305699482,4.8
334,2001 to 2500,0,0,0,1,4,3,1,0,2,3,13,Yes,1,Single,2,Sales Representative,1,2,Male,4,Other,3,21,Sales,Travel_Rarely,19,Yes,419,1,959,37,2121,9947,Y,80,1,0.666666667,0.149568552,0.206278027,0.166666667,0.173076923,0.134146341,0.134529148,0.170068027,0.189333333,0.26335175,0.397590361,0.164285714,0.255319149,0.188099808,0.305288462,0.162679426,0.160771704,0.148514851,0.244057052,0.49382716,0.140529532,0.176470588,0.34502924,0.299180328,0.189328744,0.323193916,0.305699482,6.6
335,2001 to 2500,4,0,3,5,3,2,5,2,2,4,20,No,1,Divorced,1,Laboratory Technician,1,3,Male,3,Life Sciences,4,9,Research & Development,Travel_Rarely,41,No,548,1,1772,94,2289,20520,Y,80,0,0.15,0.149568552,0.138397503,0.211764706,0.145728643,0.146864686,0.136865342,0.170068027,0.144009217,0.26335175,0.239382239,0.228373702,0.100917431,0.188099808,0.104364326,0.127272727,0.163716814,0.148514851,0.075949367,0.181818182,0.179159049,0.142217245,0.107142857,0.118518519,0.189328744,0.112244898,0.305699482,4.4
336,2001 to 2500,1,0,2,5,3,2,7,0,2,3,11,Yes,4,Married,3,Research Scientist,1,3,Female,1,Life Sciences,3,22,Research & Development,Travel_Rarely,30,Yes,138,1,1004,48,2132,11539,Y,80,1,0.15,0.149568552,0.138397503,0.315789474,0.173076923,0.146864686,0.253521127,0.147959184,0.144009217,0.26335175,0.160958904,0.165158371,0.124814264,0.122302158,0.305288462,0.195238095,0.160771704,0.148514851,0.244057052,0.222222222,0.179159049,0.142217245,0.107142857,0.182795699,0.189328744,0.144736842,0.305699482,5
337,2001 to 2500,2,1,2,3,3,2,6,1,2,3,14,Yes,6,Married,1,Research Scientist,1,3,Male,1,Life Sciences,3,2,Research & Development,Travel_Frequently,26,Yes,342,1,1053,57,2042,15346,Y,80,1,0.307692308,0.249097473,0.138397503,0.132701422,0.173076923,0.146864686,0.253521127,0.170068027,0.144009217,0.26335175,0.160958904,0.228373702,0.124814264,0.228571429,0.305288462,0.119402985,0.160771704,0.148514851,0.093959732,0.176,0.179159049,0.142217245,0.15625,0.182795699,0.137254902,0.145348837,0.305699482,5
338,2001 to 2500,2,2,2,2,1,2,8,0,4,4,21,Yes,7,Married,1,Laboratory Technician,1,3,Male,4,Medical,3,6,Research & Development,Travel_Rarely,39,Yes,1122,1,932,70,2404,4303,Y,80,1,0.142857143,0.149568552,0.138397503,0.118644068,0.173076923,0.135775862,0.134529148,0.170068027,0.144009217,0.26335175,0.239382239,0.228373702,0.124814264,0.22972973,0.305288462,0.104166667,0.163716814,0.148148148,0.244057052,0.155339806,0.179159049,0.3125,0.212598425,0.182795699,0.169811321,0.145348837,0.305699482,5
339,2001 to 2500,2,0,3,5,3,2,20,3,2,3,14,No,2,Married,3,Research Scientist,1,3,Female,3,Medical,4,2,Research & Development,Travel_Rarely,40,No,1194,1,2051,98,2001,12549,Y,80,0,0.087719298,0.149568552,0.138397503,0.132701422,0.145728643,0.135775862,0.136865342,0.147959184,0.144009217,0.26335175,0.160958904,0.165158371,0.124814264,0.109589041,0.104364326,0.119402985,0.160771704,0.148514851,0.176470588,0.066666667,0.179159049,0.142217245,0.107142857,0.118518519,0.189328744,0.145348837,0.305699482,4
340,2001 to 2500,2,1,3,4,3,3,6,1,4,3,18,No,6,Married,3,Sales Representative,1,3,Female,3,Marketing,4,2,Sales,Travel_Frequently,34,No,303,1,216,75,2231,11314,Y,80,0,0.116883117,0.249097473,0.206278027,0.132701422,0.145728643,0.220125786,0.136865342,0.147959184,0.144009217,0.26335175,0.397590361,0.165158371,0.124814264,0.228571429,0.104364326,0.146067416,0.160771704,0.148148148,0.093959732,0.176,0.140529532,0.142217245,0.172727273,0.118518519,0.137254902,0.145348837,0.305699482,4.7
341,2001 to 2500,7,3,7,7,3,4,10,0,4,3,13,Yes,7,Single,2,Research Scientist,1,1,Female,1,Life Sciences,2,1,Research & Development,Travel_Rarely,28,Yes,654,1,741,67,2216,3872,Y,80,1,0.291666667,0.149568552,0.138397503,0.125,0.156028369,0.146864686,0.253521127,0.147959184,0.337349398,0.26335175,0.160958904,0.164285714,0.255319149,0.22972973,0.305288462,0.162679426,0.160771704,0.148148148,0.244057052,0.123762376,0.211382114,0.142217245,0.122222222,0.13963964,0.173076923,0.143518519,0.305699482,5.2
342,2001 to 2500,0,0,0,1,3,3,1,0,4,3,14,No,1,Single,3,Research Scientist,1,2,Female,2,Life Sciences,3,2,Research & Development,Travel_Rarely,45,No,252,1,834,95,2274,6153,Y,80,0,0.048780488,0.149568552,0.138397503,0.132701422,0.173076923,0.146864686,0.149825784,0.147959184,0.189333333,0.26335175,0.160958904,0.165158371,0.255319149,0.188099808,0.104364326,0.119402985,0.160771704,0.148148148,0.244057052,0.49382716,0.140529532,0.142217245,0.34502924,0.299180328,0.189328744,0.323193916,0.305699482,5.3
343,2001 to 2500,3,0,2,4,3,4,6,0,2,3,14,Yes,5,Single,3,Laboratory Technician,1,2,Male,3,Life Sciences,3,24,Research & Development,Travel_Rarely,28,Yes,103,1,19,50,2028,12947,Y,80,1,0.291666667,0.149568552,0.138397503,0.428571429,0.173076923,0.146864686,0.136865342,0.170068027,0.189333333,0.26335175,0.239382239,0.165158371,0.255319149,0.253968254,0.305288462,0.119402985,0.160771704,0.148514851,0.244057052,0.176,0.211382114,0.142217245,0.172727273,0.182795699,0.189328744,0.133802817,0.305699482,5.5
344,2001 to 2500,2,1,3,4,3,2,6,0,3,3,12,Yes,6,Single,4,Research Scientist,1,3,Male,2,Medical,3,1,Research & Development,Travel_Rarely,44,No,1037,1,2020,42,2436,13422,Y,80,0,0.181818182,0.149568552,0.138397503,0.125,0.173076923,0.135775862,0.149825784,0.170068027,0.144009217,0.26335175,0.160958904,0.11328976,0.255319149,0.228571429,0.305288462,0.166666667,0.160771704,0.154684096,0.244057052,0.176,0.179159049,0.142217245,0.172727273,0.118518519,0.137254902,0.145348837,0.305699482,4.8
345,2001 to 2500,1,2,2,2,2,3,2,0,4,3,18,No,1,Single,2,Research Scientist,1,3,Female,4,Medical,3,1,Research & Development,Travel_Rarely,25,No,266,1,1303,40,2096,18830,Y,80,0,0.230769231,0.149568552,0.138397503,0.125,0.173076923,0.135775862,0.134529148,0.147959184,0.144009217,0.26335175,0.160958904,0.164285714,0.255319149,0.188099808,0.104364326,0.146067416,0.160771704,0.148148148,0.244057052,0.290322581,0.140529532,0.168604651,0.212598425,0.182795699,0.169811321,0.144736842,0.305699482,4.8
346,2001 to 2500,2,2,2,2,4,2,2,1,2,3,13,No,1,Married,4,Laboratory Technician,1,2,Male,4,Other,4,4,Research & Development,Travel_Frequently,35,No,636,1,1185,47,2376,26537,Y,80,0,0.128205128,0.249097473,0.138397503,0.140625,0.145728643,0.134146341,0.134529148,0.170068027,0.189333333,0.26335175,0.239382239,0.11328976,0.124814264,0.188099808,0.104364326,0.162679426,0.160771704,0.148514851,0.093959732,0.290322581,0.179159049,0.176470588,0.212598425,0.182795699,0.169811321,0.145348837,0.305699482,4.7
347,2001 to 2500,2,0,1,3,4,2,4,0,1,3,14,No,0,Single,4,Research Scientist,1,3,Male,3,Life Sciences,3,2,Research & Development,Travel_Rarely,33,No,134,1,242,90,2500,10515,Y,80,0,0.206896552,0.149568552,0.138397503,0.132701422,0.173076923,0.146864686,0.136865342,0.170068027,0.144009217,0.26335175,0.160958904,0.11328976,0.255319149,0.116751269,0.104364326,0.119402985,0.160771704,0.206521739,0.244057052,0.19047619,0.179159049,0.176470588,0.15625,0.192982456,0.189328744,0.145348837,0.305699482,4.7
348,2001 to 2500,2,1,1,3,4,3,8,1,3,3,14,No,2,Divorced,3,Research Scientist,1,3,Male,3,Medical,3,2,Research & Development,Travel_Rarely,40,No,896,1,1474,68,2345,8045,Y,80,0,0.087719298,0.149568552,0.138397503,0.132701422,0.173076923,0.135775862,0.136865342,0.170068027,0.144009217,0.26335175,0.160958904,0.165158371,0.100917431,0.109589041,0.104364326,0.119402985,0.160771704,0.154684096,0.093959732,0.155339806,0.140529532,0.176470588,0.15625,0.192982456,0.137254902,0.145348837,0.305699482,4.1
349,2001 to 2500,2,1,3,4,3,2,5,0,2,3,14,No,0,Single,3,Laboratory Technician,2,3,Male,1,Life Sciences,1,20,Research & Development,Travel_Rarely,23,No,507,1,1533,97,2272,24812,Y,80,0,0.285714286,0.149568552,0.138397503,0.16,0.182352941,0.146864686,0.253521127,0.170068027,0.144009217,0.097378277,0.239382239,0.165158371,0.255319149,0.116751269,0.104364326,0.119402985,0.160771704,0.148514851,0.244057052,0.181818182,0.179159049,0.142217245,0.172727273,0.118518519,0.137254902,0.145348837,0.305699482,4.7
350,2001 to 2500,0,0,0,0,3,3,6,0,4,3,13,No,2,Single,3,Research Scientist,1,1,Male,4,Life Sciences,3,17,Research & Development,Non-Travel,44,No,111,1,1206,74,2290,4279,Y,80,0,0.181818182,0.08,0.138397503,0.25,0.173076923,0.146864686,0.134529148,0.170068027,0.337349398,0.26335175,0.160958904,0.165158371,0.255319149,0.109589041,0.104364326,0.162679426,0.160771704,0.148148148,0.244057052,0.176,0.140529532,0.142217245,0.363636364,0.299180328,0.189328744,0.323193916,0.305699482,5.3
